participant;condition;layout;chats;part;topic;question;answer;wait_time;correct
4;C;1;4;3;Agility;Kuinka monta eri tasoluokkaa on olemassa?;5;125,81;FALSE
4;C;1;4;3;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;51,63;TRUE
4;C;1;4;3;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;129,64;TRUE
4;C;1;4;3;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;vartalo, kädet, pää;17,95;TRUE
4;C;1;4;3;Miekkailu;Entä kalpamiekkailun?;kaikki osuma-alueet ovat sallittuja (vartalo, kädet, pää ja jalat);19,12;TRUE
4;C;1;4;3;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;sähkökatko;158,07;TRUE
4;C;1;4;3;Mikroaaltouuni;Selvä. Entä mikä on suurin teho jonka voin valita?;800W;60,71;TRUE
4;C;1;4;3;Mikroaaltouuni;Mitä tällä teholla tulisi kuumentaa?;nesteitä;45,08;TRUE
4;C;1;4;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90m;178,18;TRUE
4;C;1;4;3;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70cm;61,59;TRUE
4;C;1;4;3;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11, ml. maalivahti;78,51;TRUE
4;D;2;4;1;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;51,41;TRUE
4;D;2;4;1;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;pituus 28m, leveys 15m;141,56;TRUE
4;D;2;4;1;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;99,02;TRUE
4;D;2;4;1;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;15min;15,93;FALSE
4;D;2;4;1;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314mm;33,02;TRUE
4;D;2;4;1;Mankeli;Entä mankeliliinan leveys?;730mm;138,58;FALSE
4;D;2;4;1;Mankeli;Mikä on lakanoiden mankeiloimisaika?;2-4min;116,47;TRUE
4;D;2;4;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;Maksimissaan 950mm luukun ollessa auki;106,87;TRUE
4;D;2;4;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8kg;92,85;TRUE
4;D;2;4;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;joo;112,94;TRUE
4;D;2;4;1;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;joo;20,86;TRUE
4;D;2;4;1;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12/120MPa;112,84;TRUE
4;D;2;4;1;Painepesuri;Entä nimellisvirrankulutus?;2300kW;55,31;TRUE
5;A;1;3;4;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;12x12 metriä;20,93;FALSE
5;A;1;3;4;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;max 6;149,12;TRUE
5;A;1;3;4;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;ei saa;19,57;TRUE
5;A;1;3;4;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;paina + painiketta kun tuuletin on teholla 3;59,28;TRUE
5;A;1;3;4;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;2 kk välein;29,33;TRUE
5;A;1;3;4;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;Kiitos samoin!;188,71;TRUE
5;A;1;3;4;Kamiina;Voinko käyttää ostamani kamiinan polttoaineena sytytysnestettä?;ei;15,87;TRUE
5;A;1;3;4;Kamiina;Entä mitä materiaalia keittolevy on?;valurautaa;62,90;TRUE
5;A;1;3;4;Kamiina;Okei, sitten vielä yksi. Kuinka pitkä takuu kamiinalla on?;12kk;24,71;TRUE
5;A;1;3;4;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;26,32;TRUE
5;A;1;3;4;Mankeli;Entä mankeliliinan leveys?;55 cm;74,47;TRUE
5;A;1;3;4;Mikroaaltouuni;Minulla olisi pari kysymystä viime viikolla ostamastani mikrosta. Luulen että siinä on jokin häiriö, koska näytössä palaa kolme nollaa. Mikä voisi olla syy tähän?;sähkökatko;39,82;TRUE
5;B;2;3;3;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;kalpa;45,44;TRUE
5;B;2;3;3;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;28,30;TRUE
5;B;2;3;3;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;vyötäröstä ylöspäin;99,94;TRUE
5;B;2;3;3;Miekkailu;Entä kalpamiekkailun?;koko ruumis;68,87;TRUE
5;B;2;3;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;68,60;TRUE
5;B;2;3;3;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70cm;52,30;TRUE
5;B;2;3;3;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11 kentällä, 12 vaihdossa;154,30;FALSE
5;B;2;3;3;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9.15 metrin päässä;64,32;TRUE
5;B;2;3;3;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;103,50;TRUE
5;B;2;3;3;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28m pitkä ja 15m leveä;63,93;TRUE
5;B;2;3;3;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;55,51;TRUE
5;B;2;3;3;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;10 minuuttia;10,52;TRUE
5;C;1;4;2;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;max leveys 950mm;19,66;TRUE
5;C;1;4;2;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8kg;171,77;TRUE
5;C;1;4;2;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;kyllä;92,11;TRUE
5;C;1;4;2;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;50,51;TRUE
5;C;1;4;2;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;ei;162,74;TRUE
5;C;1;4;2;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;48mm ja 53mm;95,57;TRUE
5;C;1;4;2;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3cm;49,82;TRUE
5;C;1;4;2;Jääkaappi;Olen kytkemässä jääkaappia toimintaan, laitoin juuri pistokkeen seinään ja nyt kuuluu joku hälytysääni. Mitä teen?;kytke se pois päältä painamalla lämpötilavalitsinta;107,17;TRUE
5;C;1;4;2;Kiuas;Minulla olisi pari kysymystä koskien kiuastanne. Millä etäisyydellä kiukaan pitää olla sen takana olevasta seinästä?;100mm;84,43;TRUE
5;C;1;4;2;Kiuas;Mikä on pisin aika, jonka päähän kiukaan voi ajastaa lämpenemään?;8h;147,55;TRUE
5;C;1;4;2;Kiuas;Saako löylyvetenä käyttää merivettä?;ei mielellään;101,50;TRUE
5;D;2;4;1;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C;107,57;TRUE
5;D;2;4;1;Tenniksen kilpailumääräykset;Olen vähän huolissani omasta jaksamisestani, kuinka pitkä tauko kahden normaalipituisen saman luokan ottelussa on vähintään?;60 minuuttia;239,04;TRUE
5;D;2;4;1;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;kuulokkeet ja latauskaapelin;298,42;FALSE
5;D;2;4;1;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;0;102,39;TRUE
5;D;2;4;1;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12/120;215,97;TRUE
5;D;2;4;1;Painepesuri;Entä nimellisvirrankulutus?;2300 kW;138,28;TRUE
5;D;2;4;1;Pyykinpesukone;Olen miettinyt pesukoneen ostoa, ja haluasin kysyä pari juttua ennen päätöstä. Mikä on koneen leveys?;600 mm;140,79;TRUE
6;A;1;3;1;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314mm;18,07;TRUE
6;A;1;3;1;Mankeli;Entä mankeliliinan leveys?;730mm;39,78;FALSE
6;A;1;3;1;Mankeli;Mikä on lakanoiden mankeiloimisaika?;1-3min;78,21;FALSE
6;A;1;3;1;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274cm;37,40;TRUE
6;A;1;3;1;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16cm;159,08;TRUE
6;A;1;3;1;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;Kutenkin pitää olla 2 pisteen ero mikäli molemmilla on 10 pistettä;108,54;TRUE
6;A;1;3;1;Taekwondon kilpailusäännöt;Lapseni on osallistumassa ensimmäiseen taekwondokilpailuun ja muutama asia on vielä epäselvä. Mihin kilpailuluokkaan hänen pitää osallistua? Hän on 9-vuotias.;Värivyöt, C-juniorit;105,82;TRUE
6;A;1;3;1;Taekwondon kilpailusäännöt;Käydäänkö tässä luokassa pyykkipoikaottelua?;Ei, käytetään etuhyppypotkua;99,95;FALSE
6;A;1;3;1;Taekwondon kilpailusäännöt;Mitä punnituksessa pitää olla päällä?;T-paita ja dobokin housuja;41,63;TRUE
6;A;1;3;1;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12/120;101,12;TRUE
6;A;1;3;1;Painepesuri;Entä nimellisvirrankulutus?;2300;24,04;TRUE
6;A;1;3;1;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;Ohjelma 3;24,98;TRUE
6;B;2;3;2;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;29,93;TRUE
6;B;2;3;2;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;Ei ole;38,47;TRUE
6;B;2;3;2;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;LM2148 M on 48mm ja LM2153 MD 53mm;33,85;TRUE
6;B;2;3;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;Kalpa 770g;29,75;TRUE
6;B;2;3;2;Miekkailu;Kuinka paljon se saa enintään painaa?;Enintään  770g;67,60;TRUE
6;B;2;3;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;Yläruumin lantiosta ylöspäin;35,41;TRUE
6;B;2;3;2;Miekkailu;Entä kalpamiekkailun?;Koko keho;16,06;TRUE
6;B;2;3;2;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;Sisältäen propellit ja akun;29,46;TRUE
6;B;2;3;2;Nelikopteri;Entä mikä on sen maksiminopeus?;6m/s (Sport mode);54,03;FALSE
6;B;2;3;2;Agility;Olen osallistumassa ensimmäistä kertaa agility-kilpailuun. Koirani säkäkorkeus on 40cm, mihin kilpailuluokkaan (koko) minun pitää osallistua?;Kokoluokka Medi (M);51,48;TRUE
6;B;2;3;2;Agility;Kuinka monta eri tasoluokkaa on olemassa?;Viisi;18,36;FALSE
6;B;2;3;2;Agility;Onko agilitykilpailun tarkoituksena yhtenä osa-aluuena koiran ulkonäön arviointi?;Ei ole. Mitataan taitoa, nopeutta ja hyvää yhteistoimintaa;78,06;TRUE
6;C;1;4;3;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180mm;27,90;TRUE
6;C;1;4;3;Uuni;Entä kuinka monta kannatintasoa uunissa on?;3;124,56;FALSE
6;C;1;4;3;Uuni;Sitten vielä pari kysymystä uunin asennuksesta. Voiko uunin asentaa 200 mm päähän seinästä?;kyllä;123,78;TRUE
6;C;1;4;3;Uuni;Hyvä, entä kuinka paljon tyhjää tilaa lieden päällä pitää vähintään olla?;650mm;62,40;TRUE
6;C;1;4;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90m;36,33;TRUE
6;C;1;4;3;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70cm;82,87;TRUE
6;C;1;4;3;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11;32,55;TRUE
6;C;1;4;3;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9,15m;159,97;TRUE
6;C;1;4;3;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;34,60;TRUE
6;C;1;4;3;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28m ja 15m;126,75;TRUE
6;C;1;4;3;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;Neljä;102,57;TRUE
6;C;1;4;3;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600mm luukun ollessa kiinni;75,15;TRUE
6;C;1;4;3;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;3,5kg;68,51;FALSE
6;C;1;4;3;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;Kyllä;14,44;TRUE
6;C;1;4;3;Kuivausrumpu;Entä onko laitteessa ohjelmaa villavaatteille?;Kyllä;20,76;TRUE
6;D;2;4;4;Pyykinpesukone;Olen miettinyt pesukoneen ostoa, ja haluasin kysyä pari juttua ennen päätöstä. Mikä on koneen leveys?;600mm;33,78;TRUE
6;D;2;4;4;Pyykinpesukone;Entä maksimitäyttömäärä?;7kg;52,65;TRUE
6;D;2;4;4;Pyykinpesukone;Voiko koneen lisätoimintoihin kuuluvalla ajastuksella ajastaa koneen käynnistymään vuorokauden päästä?;Enimmäisaika on 20h;71,85;TRUE
6;D;2;4;4;Liesituuletin;Olen käyttänyt liesituuletinta jonkin aikaa ja mieleeni heräsi muutamia kysymyksiä siitä. Miten saan intensiivitehon päälle? Laitteessani on ohjauspaneeli 1.;Paina ensimmäistä painiketta vasemmalla;60,62;FALSE
6;D;2;4;4;Liesituuletin;Kuinka usein rasvasuodatin pitäisi puhdistaa?;Vähintään 2kk välein;83,94;TRUE
6;D;2;4;4;Liesituuletin;Entä mitä puhdistusainetta voi käyttää laitteen alumiini- ja muoviosien puhdistukseen?;Lasinpesuaine ja pehmeä liina;84,28;TRUE
6;D;2;4;4;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5mm;24,78;TRUE
6;D;2;4;4;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;Amnteeksi 0,5-4;80,50;TRUE
6;D;2;4;4;Ompelukone;Kuinka painava kone on?;5kg;47,34;TRUE
6;D;2;4;4;Lämpöpumppu;Lämpöpumppuni ohjausjärjestelmän vihreä merkkivalo alkoi vilkkumaan eilen, mitä se tarkoittaa?;Se tarkoittaa että lämpöpumppu on käynnissä ja se on valmis tuottamaan lämpöä tai lämmintä vettä;68,18;FALSE
6;D;2;4;4;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C;77,92;TRUE
7;A;1;3;1;Televisio;Yritän muodostaa internet-yhteyttä ostamaani televisioon, mutta se ei tunnu onnistuvan. Mikä on minimi verkkoyhteyden nopeus, jotta internet-yhteys voidaan muodostaa?;10 Mbps;69,89;TRUE
7;A;1;3;1;Televisio;Kytkin USB-näppäimistön televisioon, millä painikkeella pääsen palaamaan valikossa edelliseen näyttöön?;ESC-näppäimellä;50,70;TRUE
7;A;1;3;1;Televisio;Entä mitä Windows-näppäin tekee?;Näyttää television asetukset;80,58;TRUE
7;A;1;3;1;Ompelukone;Mikä on tässä ompelukoneessa ompelen enimmäisleveys?;5 mm;28,87;TRUE
7;A;1;3;1;Ompelukone;Entä mille välille ompelen pituuden voi asettaa siksak-ompelussa?;0,5-4;63,81;TRUE
7;A;1;3;1;Ompelukone;Kuinka painava kone on?;5 kg;15,08;TRUE
7;A;1;3;1;Kiuas;Minulla olisi pari kysymystä koskien kiuastanne. Millä etäisyydellä kiukaan pitää olla sen takana olevasta seinästä?;100 mm;53,95;TRUE
7;A;1;3;1;Kiuas;Mikä on pisin aika, jonka päähän kiukaan voi ajastaa lämpenemään?;8 tuntia;48,61;TRUE
7;A;1;3;1;Kiuas;Saako löylyvetenä käyttää merivettä?;Ei saa;36,81;TRUE
7;A;1;3;1;Kuivausrumpu;Haluaisin kysyä pari kysymystä kuivausrummusta ennen ostopäätöstä. Kuinka leveä kuivausrumpu on?;600 mm;67,22;TRUE
7;A;1;3;1;Kuivausrumpu;Mikä on täysin kuivaksi kuivaavan ohjelman maksimitäyttömäärä?;8 kg;61,93;TRUE
7;A;1;3;1;Kuivausrumpu;Kuuluuko ajastettu kuivaus laitteen lisätoimintoihin?;Kyllä;18,93;TRUE
7;B;2;3;2;Koripallon pelisäännöt;Olen perustamassa koripallojoukkuetta ja olisi muutama kysymys. Kuinka monta pelaajaa joukkueessa voi enintään olla?;12;27,14;TRUE
7;B;2;3;2;Koripallon pelisäännöt;Mitkä ovat pelikentän pituus ja leveys?;28 m ja 15 m;80,70;TRUE
7;B;2;3;2;Koripallon pelisäännöt;Kuinka monta erää ottelussa pelataan?;4;53,55;TRUE
7;B;2;3;2;Koripallon pelisäännöt;Entä kuinka monta minuuttia yksi erä kestää?;10 min;60,53;TRUE
7;B;2;3;2;Painepesuri;Mikä on mallin P 130.2 nimellispaine?;12/120 MPa/baari;63,99;TRUE
7;B;2;3;2;Painepesuri;Entä nimellisvirrankulutus?;2.300 kW;33,29;TRUE
7;B;2;3;2;Painepesuri;Kuinka pitkä takuu laitteessa on?;2 vuotta;52,73;TRUE
7;B;2;3;2;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;Kalpa;86,91;TRUE
7;B;2;3;2;Miekkailu;Kuinka paljon se saa enintään painaa?;770 g;12,91;TRUE
7;B;2;3;2;Miekkailu;Sitten vielä kiinnostaisi osuma-alueet. Mikä on säilämiekkailun osuma-alue?;Ylävartalo ja pää;44,83;TRUE
7;B;2;3;2;Miekkailu;Entä kalpamiekkailun?;Koko vartalo;47,90;TRUE
7;B;2;3;2;Arkkupakastin;Tarvitsisin vastauksen muutamaan kysymykseen, jotta tiedän ostanko arkkupakastimen. Kuinka leveä pakastin on?;595 mm;39,21;TRUE
7;B;2;3;2;Kuivauskaappi;Kuinka korkea kuivauskaappi on?;1900 mm;44,04;TRUE
7;B;2;3;2;Tenniksen kilpailumääräykset;Ajattelin ilmoittautua tenniskisoihin, mutta edellisistä on niin kauan aikaa, että haluaisin tarkistaa pari juttua. Olen tasolla 14, mihin tasoluokkaan minun kuuluu osallistua?;C;32,89;TRUE
7;C;1;4;4;Päältäajettava ruohonleikkuri;Haluaisin vertailla kahta ruohonleikkurimallia, LM2148 M ja LM2153 MD. Kummassa näistä on suurempi teho?;LM2153 MD;27,28;TRUE
7;C;1;4;4;Päältäajettava ruohonleikkuri;Entä onko niiden polttoainesäiliöiden tilavuuksissa eroa?;Ei ;46,38;TRUE
7;C;1;4;4;Päältäajettava ruohonleikkuri;Mitkä niiden leikkuuleveydet ovat?;48 mm ja 53 mm;19,79;TRUE
7;C;1;4;4;Jääkaappi;Tarvitsisin apua jääkaapin asennuksessa. Kuinka kauas sähköliedestä jääkaappi tulee vähintään sijoittaa?;3 cm;30,31;TRUE
7;C;1;4;4;Jääkaappi;Olen kytkemässä jääkaappia toimintaan, laitoin juuri pistokkeen seinään ja nyt kuuluu joku hälytysääni. Mitä teen?;Paina lämpötilavalitsinta 1;124,07;TRUE
7;C;1;4;4;Jääkaappi;Jääkaapista kuuluu välillä naksahduksia. Kuuluvatko ne normaaleihin käyntiääniin?;Kyllä;55,77;TRUE
7;C;1;4;4;Pyykinpesukone;Olen miettinyt pesukoneen ostoa, ja haluasin kysyä pari juttua ennen päätöstä. Mikä on koneen leveys?;600 mm;42,91;TRUE
7;C;1;4;4;Pyykinpesukone;Entä maksimitäyttömäärä?;7 kg;97,41;TRUE
7;C;1;4;4;Pyykinpesukone;Voiko koneen lisätoimintoihin kuuluvalla ajastuksella ajastaa koneen käynnistymään vuorokauden päästä?;Ei voi;28,81;TRUE
7;C;1;4;4;Cheerleadingin kilpailusäännöt;Joukkueemme on osallistumassa cheerleadingin SM-kisoihin ja haluaisin selvittää muutaman asian kilpailusäännöistä. Kuinka suuri kilpailualue on SM-kisoissa?;14x16 m;35,62;TRUE
7;C;1;4;4;Cheerleadingin kilpailusäännöt;Entä kuinka monta ulkoista spotteria joukkueella saa olla kilpailussa enintään?;6;17,34;TRUE
7;C;1;4;4;Cheerleadingin kilpailusäännöt;Saako ulkoinen spotteri tukea huojuvaa pyramidia?;Ei;112,70;TRUE
7;C;1;4;4;Langattomat Bluetooth-kuulokkeet;Ostin juuri uudet Bluetooth-kuulokkeet ja tarvitsisin vastauksen muutamaan kysymykseen. Mitä kaikkea pakkauksen pitäisi sisältää?;Kuulokkeet ja USB-latauskaapeli;45,15;TRUE
7;C;1;4;4;Langattomat Bluetooth-kuulokkeet;OK, minulta näyttäisi puuttuvan ohjeet ja siksi tässä kyselen. Yritin muodostaa pariliitosta, mutta se kysyy jotain salasanaa. Mikä se mahtaa olla?;Pikaopas pitäisi myös kuulua. Salasana on 0000;103,77;TRUE
7;D;2;4;3;Pöytätenniksen säännöt;Meillä on tässä kaverin kanssa erimielisyyksiä pöytätenniksen säännöistä. Mikä on pöydän pituus?;274 cm;17,29;TRUE
7;D;2;4;3;Pöytätenniksen säännöt;Kuinka korkealle pallon kuuluu nousta pelaajan kämmenestä syötössä?;16 cm;21,77;TRUE
7;D;2;4;3;Pöytätenniksen säännöt;Entä kuinka kuinka monta pistettä pelaajan pitää vähintään saada, jotta voi voittaa erän?;11;82,46;TRUE
7;D;2;4;3;Mankeli;Olen katsellut mankelia mutta tarvitsisin vähän lisätietoja, jotta tiedän ostanko sen. Mikä on mankelin syvyys?;314 mm;37,93;TRUE
7;D;2;4;3;Mankeli;Entä mankeliliinan leveys?;55 cm;80,78;TRUE
7;D;2;4;3;Mankeli;Mikä on lakanoiden mankeiloimisaika?;2-4 min;38,68;TRUE
7;D;2;4;3;Jalkapallosäännöt;Ajattelin pitää tietovisan eri urheilulajeista ja mietin tässä jalkapallokysymyksiä, tarvitsisin niihin vastaukset. Ensimmäiseksi, mikä on pelikentän sivurajan minimipituus?;90 m;73,26;TRUE
7;D;2;4;3;Jalkapallosäännöt;Mikä on pallon ympärysmitta?;68-70 cm;38,24;TRUE
7;D;2;4;3;Jalkapallosäännöt;Kuinka monta pelaajaa joukkueessa saa olla enintään?;11;50,56;TRUE
7;D;2;4;3;Jalkapallosäännöt;Sitten vielä yksi. Kuinka kaukana vastapuolen pelaajien pitää olla kulmakaaresta kulmapotkutilanteessa?;9,15 m;74,70;TRUE
7;D;2;4;3;Uuni;Harkitsen tässä uunin ostoa, mutta haluaisin ensin tietää laitteen mitoista vähän. Mikä on leveimmän keittolevyn halkaisija?;180 mm;68,72;TRUE
7;D;2;4;3;Uuni;Entä kuinka monta kannatintasoa uunissa on?;4;58,95;TRUE
7;D;2;4;3;Uuni;Sitten vielä pari kysymystä uunin asennuksesta. Voiko uunin asentaa 200 mm päähän seinästä?;Voi;58,93;TRUE
7;D;2;4;3;Uuni;Hyvä, entä kuinka paljon tyhjää tilaa lieden päällä pitää vähintään olla?;650 mm;54,77;TRUE
7;D;2;4;3;Nelikopteri;Kiinnostaisi tietää muutama juttu tästä nelikopterista. Kuinka painava kopteri on?;1380 g;74,75;TRUE
7;D;2;4;3;Nelikopteri;Entä mikä on sen maksiminopeus?;20 m/s;34,46;TRUE
7;D;2;4;3;Astianpesukone;Ostin astianpesukoneen, ja minulla olisi muutama kysymys siihen liittyen. Mikä ohjelma on tarkoitettu erittäin likaisten astioiden pesuun (ohjelman numero)?;3;18,43;TRUE
7;D;2;4;3;Astianpesukone;Selvä, mitä lämpötilaa tämä ohjelma käyttää?;70 astetta;42,25;TRUE
8;A;1;3;1;Miekkailu;Olen miettinyt miekkailun aloittamista, mutta en tiedä mikä kolmesta miekkailulajista pitäisi valita. Mikä kolmesta miekkatyypistä (kalpa, floretti, säilä) saa olla painavin?;Kalpa;25,98;TRUE
8;A;1;3;1;Miekkailu;Kuinka paljon se saa enintään painaa?;770g;25,44;TRUE
